Time: 08:09:14  Err: 启动服务------8:09:14
Time: 09:42:28  Err: 测试运行------9:42:28
Time: 09:42:33  Err: 测试运行------9:42:33
Time: 09:42:38  Err: 测试运行------9:42:38
Time: 09:42:43  Err: 测试运行------9:42:43
Time: 09:42:48  Err: 测试运行------9:42:48
Time: 09:42:53  Err: 测试运行------9:42:53
Time: 09:42:58  Err: 测试运行------9:42:58
Time: 09:43:03  Err: 测试运行------9:43:03
Time: 09:43:08  Err: 测试运行------9:43:08
Time: 09:43:13  Err: 测试运行------9:43:13
Time: 09:43:18  Err: 测试运行------9:43:18
Time: 09:43:23  Err: 测试运行------9:43:23
Time: 09:43:28  Err: 测试运行------9:43:28
Time: 09:43:33  Err: 测试运行------9:43:33
Time: 09:43:38  Err: 测试运行------9:43:38
Time: 09:43:43  Err: 测试运行------9:43:43
Time: 09:43:48  Err: 测试运行------9:43:48
Time: 09:43:53  Err: 测试运行------9:43:53
Time: 09:43:58  Err: 测试运行------9:43:58
Time: 09:44:03  Err: 测试运行------9:44:03
Time: 09:44:08  Err: 测试运行------9:44:08
Time: 09:44:13  Err: 测试运行------9:44:13
Time: 09:44:18  Err: 测试运行------9:44:18
Time: 09:44:23  Err: 测试运行------9:44:23
Time: 09:44:28  Err: 测试运行------9:44:28
Time: 09:44:33  Err: 测试运行------9:44:33
Time: 09:44:38  Err: 测试运行------9:44:38
Time: 09:44:43  Err: 测试运行------9:44:43
Time: 09:44:48  Err: 测试运行------9:44:48
Time: 09:44:53  Err: 测试运行------9:44:53
Time: 09:44:58  Err: 测试运行------9:44:58
Time: 09:45:03  Err: 测试运行------9:45:03
Time: 09:45:08  Err: 测试运行------9:45:08
Time: 09:45:13  Err: 测试运行------9:45:13
Time: 09:45:18  Err: 测试运行------9:45:18
Time: 09:45:23  Err: 测试运行------9:45:23
Time: 09:45:28  Err: 测试运行------9:45:28
Time: 09:45:33  Err: 测试运行------9:45:33
Time: 09:45:38  Err: 测试运行------9:45:38
Time: 09:45:43  Err: 测试运行------9:45:43
Time: 09:45:48  Err: 测试运行------9:45:48
Time: 09:45:53  Err: 测试运行------9:45:53
Time: 09:45:59  Err: 测试运行------9:45:59
Time: 09:46:04  Err: 测试运行------9:46:04
Time: 09:46:09  Err: 测试运行------9:46:09
Time: 09:46:14  Err: 测试运行------9:46:14
Time: 09:46:19  Err: 测试运行------9:46:19
Time: 09:46:24  Err: 测试运行------9:46:24
Time: 09:46:29  Err: 测试运行------9:46:29
Time: 09:46:34  Err: 测试运行------9:46:34
Time: 09:46:39  Err: 测试运行------9:46:39
Time: 09:46:44  Err: 测试运行------9:46:44
Time: 09:46:49  Err: 测试运行------9:46:49
Time: 09:46:54  Err: 测试运行------9:46:54
Time: 09:46:59  Err: 测试运行------9:46:59
Time: 09:47:04  Err: 测试运行------9:47:04
Time: 09:47:09  Err: 测试运行------9:47:09
Time: 09:47:14  Err: 测试运行------9:47:14
Time: 09:47:19  Err: 测试运行------9:47:19
Time: 09:47:24  Err: 测试运行------9:47:24
Time: 09:47:29  Err: 测试运行------9:47:29
Time: 09:47:34  Err: 测试运行------9:47:34
Time: 09:47:39  Err: 测试运行------9:47:39
Time: 09:47:44  Err: 测试运行------9:47:44
Time: 09:47:49  Err: 测试运行------9:47:49
Time: 09:47:54  Err: 测试运行------9:47:54
Time: 09:47:59  Err: 测试运行------9:47:59
Time: 09:48:04  Err: 测试运行------9:48:04
Time: 09:48:09  Err: 测试运行------9:48:09
Time: 09:48:14  Err: 测试运行------9:48:14
Time: 09:48:19  Err: 测试运行------9:48:19
Time: 09:48:24  Err: 测试运行------9:48:24
Time: 09:48:29  Err: 测试运行------9:48:29
Time: 09:48:34  Err: 测试运行------9:48:34
Time: 09:48:39  Err: 测试运行------9:48:39
Time: 09:48:44  Err: 测试运行------9:48:44
Time: 09:48:49  Err: 测试运行------9:48:49
Time: 09:48:54  Err: 测试运行------9:48:54
Time: 09:48:59  Err: 测试运行------9:48:59
Time: 09:49:04  Err: 测试运行------9:49:04
Time: 09:49:09  Err: 测试运行------9:49:09
Time: 09:49:14  Err: 测试运行------9:49:14
Time: 09:49:19  Err: 测试运行------9:49:19
Time: 09:49:24  Err: 测试运行------9:49:24
Time: 09:49:29  Err: 测试运行------9:49:29
Time: 09:49:34  Err: 测试运行------9:49:34
Time: 09:49:39  Err: 测试运行------9:49:39
Time: 09:49:44  Err: 测试运行------9:49:44
Time: 09:49:49  Err: 测试运行------9:49:49
Time: 09:49:54  Err: 测试运行------9:49:54
Time: 09:49:59  Err: 测试运行------9:49:59
Time: 09:50:04  Err: 测试运行------9:50:04
Time: 09:50:09  Err: 测试运行------9:50:09
Time: 09:50:14  Err: 测试运行------9:50:14
Time: 09:50:19  Err: 测试运行------9:50:19
Time: 09:50:24  Err: 测试运行------9:50:24
Time: 09:50:29  Err: 测试运行------9:50:29
Time: 09:50:34  Err: 测试运行------9:50:34
Time: 09:50:39  Err: 测试运行------9:50:39
Time: 09:50:44  Err: 测试运行------9:50:44
Time: 09:50:49  Err: 测试运行------9:50:49
Time: 09:50:54  Err: 测试运行------9:50:54
Time: 09:50:59  Err: 测试运行------9:50:59
Time: 09:51:04  Err: 测试运行------9:51:04
Time: 09:51:09  Err: 测试运行------9:51:09
Time: 09:51:14  Err: 测试运行------9:51:14
Time: 09:51:19  Err: 测试运行------9:51:19
Time: 09:51:24  Err: 测试运行------9:51:24
Time: 09:51:29  Err: 测试运行------9:51:29
Time: 09:51:34  Err: 测试运行------9:51:34
Time: 09:51:39  Err: 测试运行------9:51:39
Time: 09:51:44  Err: 测试运行------9:51:44
Time: 09:51:49  Err: 测试运行------9:51:49
Time: 09:51:54  Err: 测试运行------9:51:54
Time: 09:52:00  Err: 测试运行------9:52:00
Time: 09:52:05  Err: 测试运行------9:52:05
Time: 09:52:10  Err: 测试运行------9:52:10
Time: 09:52:15  Err: 测试运行------9:52:15
Time: 09:52:20  Err: 测试运行------9:52:20
Time: 09:52:25  Err: 测试运行------9:52:25
Time: 09:52:30  Err: 测试运行------9:52:30
Time: 09:52:35  Err: 测试运行------9:52:35
Time: 09:52:40  Err: 测试运行------9:52:40
Time: 09:52:45  Err: 测试运行------9:52:45
Time: 09:52:50  Err: 测试运行------9:52:50
Time: 09:52:55  Err: 测试运行------9:52:55
Time: 09:53:00  Err: 测试运行------9:53:00
Time: 09:53:05  Err: 测试运行------9:53:05
Time: 09:53:10  Err: 测试运行------9:53:10
Time: 09:53:15  Err: 测试运行------9:53:15
Time: 09:53:20  Err: 测试运行------9:53:20
Time: 09:53:25  Err: 测试运行------9:53:25
Time: 09:53:30  Err: 测试运行------9:53:30
Time: 09:53:35  Err: 测试运行------9:53:35
Time: 09:53:40  Err: 测试运行------9:53:40
Time: 09:53:45  Err: 测试运行------9:53:45
Time: 09:53:50  Err: 测试运行------9:53:50
Time: 09:53:55  Err: 测试运行------9:53:55
Time: 09:54:00  Err: 测试运行------9:54:00
Time: 09:54:05  Err: 测试运行------9:54:05
Time: 09:54:10  Err: 测试运行------9:54:10
Time: 09:54:15  Err: 测试运行------9:54:15
Time: 09:54:20  Err: 测试运行------9:54:20
Time: 09:54:25  Err: 测试运行------9:54:25
Time: 09:54:30  Err: 测试运行------9:54:30
Time: 09:54:35  Err: 测试运行------9:54:35
Time: 09:54:40  Err: 测试运行------9:54:40
Time: 09:54:45  Err: 测试运行------9:54:45
Time: 09:54:50  Err: 测试运行------9:54:50
Time: 09:54:55  Err: 测试运行------9:54:55
Time: 09:55:00  Err: 测试运行------9:55:00
Time: 09:55:05  Err: 测试运行------9:55:05
Time: 09:55:10  Err: 测试运行------9:55:10
Time: 09:55:15  Err: 测试运行------9:55:15
Time: 09:55:20  Err: 测试运行------9:55:20
Time: 09:55:25  Err: 测试运行------9:55:25
Time: 09:55:30  Err: 测试运行------9:55:30
Time: 09:55:35  Err: 测试运行------9:55:35
Time: 09:55:40  Err: 测试运行------9:55:40
Time: 09:55:45  Err: 测试运行------9:55:45
Time: 09:55:50  Err: 测试运行------9:55:50
Time: 09:55:55  Err: 测试运行------9:55:55
Time: 09:56:00  Err: 测试运行------9:56:00
Time: 09:56:05  Err: 测试运行------9:56:05
Time: 09:56:10  Err: 测试运行------9:56:10
Time: 09:56:15  Err: 测试运行------9:56:15
Time: 09:56:20  Err: 测试运行------9:56:20
Time: 09:56:25  Err: 测试运行------9:56:25
Time: 09:56:30  Err: 测试运行------9:56:30
Time: 09:56:35  Err: 测试运行------9:56:35
Time: 09:56:40  Err: 测试运行------9:56:40
Time: 09:56:46  Err: 测试运行------9:56:46
Time: 09:56:51  Err: 测试运行------9:56:51
Time: 09:56:56  Err: 测试运行------9:56:56
Time: 09:57:01  Err: 测试运行------9:57:01
Time: 09:57:06  Err: 测试运行------9:57:06
Time: 09:57:11  Err: 测试运行------9:57:11
Time: 09:57:16  Err: 测试运行------9:57:16
Time: 09:57:21  Err: 测试运行------9:57:21
Time: 09:57:26  Err: 测试运行------9:57:26
Time: 09:57:31  Err: 测试运行------9:57:31
Time: 09:57:36  Err: 测试运行------9:57:36
Time: 09:57:41  Err: 测试运行------9:57:41
Time: 09:57:46  Err: 测试运行------9:57:46
Time: 09:57:51  Err: 测试运行------9:57:51
Time: 09:57:56  Err: 测试运行------9:57:56
Time: 09:58:01  Err: 测试运行------9:58:01
Time: 09:58:06  Err: 测试运行------9:58:06
Time: 09:58:11  Err: 测试运行------9:58:11
Time: 09:58:16  Err: 测试运行------9:58:16
Time: 09:58:21  Err: 测试运行------9:58:21
Time: 09:58:26  Err: 测试运行------9:58:26
Time: 09:58:31  Err: 测试运行------9:58:31
Time: 09:58:36  Err: 测试运行------9:58:36
Time: 09:58:41  Err: 测试运行------9:58:41
Time: 09:58:46  Err: 测试运行------9:58:46
Time: 09:58:51  Err: 测试运行------9:58:51
Time: 09:58:56  Err: 测试运行------9:58:56
Time: 09:59:01  Err: 测试运行------9:59:01
Time: 09:59:06  Err: 测试运行------9:59:06
Time: 09:59:11  Err: 测试运行------9:59:11
Time: 09:59:16  Err: 测试运行------9:59:16
Time: 09:59:21  Err: 测试运行------9:59:21
Time: 09:59:26  Err: 测试运行------9:59:26
Time: 09:59:31  Err: 测试运行------9:59:31
Time: 09:59:36  Err: 测试运行------9:59:36
Time: 09:59:41  Err: 测试运行------9:59:41
Time: 09:59:46  Err: 测试运行------9:59:46
Time: 09:59:51  Err: 测试运行------9:59:51
Time: 09:59:56  Err: 测试运行------9:59:56
Time: 10:00:01  Err: 测试运行------10:00:01
Time: 10:00:06  Err: 测试运行------10:00:06
Time: 10:00:11  Err: 测试运行------10:00:11
Time: 10:00:16  Err: 测试运行------10:00:16
Time: 10:00:21  Err: 测试运行------10:00:21
Time: 10:00:26  Err: 测试运行------10:00:26
Time: 10:00:31  Err: 测试运行------10:00:31
Time: 10:00:36  Err: 测试运行------10:00:36
Time: 10:00:41  Err: 测试运行------10:00:41
Time: 10:00:46  Err: 测试运行------10:00:46
Time: 10:00:51  Err: 测试运行------10:00:51
Time: 10:00:56  Err: 测试运行------10:00:56
Time: 10:01:01  Err: 测试运行------10:01:01
Time: 10:01:06  Err: 测试运行------10:01:06
Time: 10:01:11  Err: 测试运行------10:01:11
Time: 10:01:16  Err: 测试运行------10:01:16
Time: 10:01:21  Err: 测试运行------10:01:21
Time: 10:01:26  Err: 测试运行------10:01:26
Time: 10:01:31  Err: 测试运行------10:01:31
Time: 10:01:36  Err: 测试运行------10:01:36
Time: 10:01:41  Err: 测试运行------10:01:41
Time: 10:01:46  Err: 测试运行------10:01:46
Time: 10:01:51  Err: 测试运行------10:01:51
Time: 10:01:57  Err: 测试运行------10:01:57
Time: 10:02:02  Err: 测试运行------10:02:02
Time: 10:02:07  Err: 测试运行------10:02:07
Time: 10:02:12  Err: 测试运行------10:02:12
Time: 10:02:17  Err: 测试运行------10:02:17
Time: 10:02:22  Err: 测试运行------10:02:22
Time: 10:02:27  Err: 测试运行------10:02:27
Time: 10:02:32  Err: 测试运行------10:02:32
Time: 10:02:37  Err: 测试运行------10:02:37
Time: 10:02:42  Err: 测试运行------10:02:42
Time: 10:02:47  Err: 测试运行------10:02:47
Time: 10:02:52  Err: 测试运行------10:02:52
Time: 10:02:57  Err: 测试运行------10:02:57
Time: 10:03:02  Err: 测试运行------10:03:02
Time: 10:03:07  Err: 测试运行------10:03:07
Time: 10:03:12  Err: 测试运行------10:03:12
Time: 10:03:17  Err: 测试运行------10:03:17
Time: 10:03:22  Err: 测试运行------10:03:22
Time: 10:03:27  Err: 测试运行------10:03:27
Time: 10:03:32  Err: 测试运行------10:03:32
Time: 10:03:37  Err: 测试运行------10:03:37
Time: 10:03:42  Err: 测试运行------10:03:42
Time: 10:03:47  Err: 测试运行------10:03:47
Time: 10:03:52  Err: 测试运行------10:03:52
Time: 10:03:57  Err: 测试运行------10:03:57
Time: 10:04:02  Err: 测试运行------10:04:02
Time: 10:04:07  Err: 测试运行------10:04:07
Time: 10:04:12  Err: 测试运行------10:04:12
Time: 10:04:17  Err: 测试运行------10:04:17
Time: 10:04:22  Err: 测试运行------10:04:22
Time: 10:04:27  Err: 测试运行------10:04:27
Time: 10:04:32  Err: 测试运行------10:04:32
Time: 10:04:37  Err: 测试运行------10:04:37
Time: 10:04:42  Err: 测试运行------10:04:42
Time: 10:04:47  Err: 测试运行------10:04:47
Time: 10:04:52  Err: 测试运行------10:04:52
Time: 10:04:57  Err: 测试运行------10:04:57
Time: 10:05:02  Err: 测试运行------10:05:02
Time: 10:05:07  Err: 测试运行------10:05:07
Time: 10:05:12  Err: 测试运行------10:05:12
Time: 10:05:17  Err: 测试运行------10:05:17
Time: 10:05:22  Err: 测试运行------10:05:22
Time: 10:05:27  Err: 测试运行------10:05:27
Time: 10:05:32  Err: 测试运行------10:05:32
Time: 10:05:37  Err: 测试运行------10:05:37
Time: 10:05:42  Err: 测试运行------10:05:42
Time: 10:05:47  Err: 测试运行------10:05:47
Time: 10:05:52  Err: 测试运行------10:05:52
Time: 10:05:57  Err: 测试运行------10:05:57
Time: 10:06:02  Err: 测试运行------10:06:02
Time: 10:06:07  Err: 测试运行------10:06:07
Time: 10:06:12  Err: 测试运行------10:06:12
Time: 10:06:17  Err: 测试运行------10:06:17
Time: 10:06:22  Err: 测试运行------10:06:22
Time: 10:06:27  Err: 测试运行------10:06:27
Time: 10:06:32  Err: 测试运行------10:06:32
Time: 10:06:37  Err: 测试运行------10:06:37
Time: 10:06:42  Err: 测试运行------10:06:42
Time: 10:06:47  Err: 测试运行------10:06:47
Time: 10:06:52  Err: 测试运行------10:06:52
Time: 10:06:58  Err: 测试运行------10:06:58
Time: 10:07:03  Err: 测试运行------10:07:03
Time: 10:07:08  Err: 测试运行------10:07:08
Time: 10:07:13  Err: 测试运行------10:07:13
Time: 10:07:18  Err: 测试运行------10:07:18
Time: 10:07:23  Err: 测试运行------10:07:23
Time: 10:07:28  Err: 测试运行------10:07:28
Time: 10:07:33  Err: 测试运行------10:07:33
Time: 10:07:38  Err: 测试运行------10:07:38
Time: 10:07:43  Err: 测试运行------10:07:43
Time: 10:07:48  Err: 测试运行------10:07:48
Time: 10:07:53  Err: 测试运行------10:07:53
Time: 10:07:58  Err: 测试运行------10:07:58
Time: 10:08:03  Err: 测试运行------10:08:03
Time: 10:08:08  Err: 测试运行------10:08:08
Time: 10:08:13  Err: 测试运行------10:08:13
Time: 10:08:18  Err: 测试运行------10:08:18
Time: 10:08:23  Err: 测试运行------10:08:23
Time: 10:08:28  Err: 测试运行------10:08:28
Time: 10:08:33  Err: 测试运行------10:08:33
Time: 10:08:38  Err: 测试运行------10:08:38
Time: 10:08:43  Err: 测试运行------10:08:43
Time: 10:08:48  Err: 测试运行------10:08:48
Time: 10:08:53  Err: 测试运行------10:08:53
Time: 10:08:58  Err: 测试运行------10:08:58
Time: 10:09:03  Err: 测试运行------10:09:03
Time: 10:09:08  Err: 测试运行------10:09:08
Time: 10:09:13  Err: 测试运行------10:09:13
Time: 10:09:18  Err: 测试运行------10:09:18
Time: 10:09:23  Err: 测试运行------10:09:23
Time: 10:09:28  Err: 测试运行------10:09:28
Time: 10:09:33  Err: 测试运行------10:09:33
Time: 10:09:38  Err: 测试运行------10:09:38
Time: 10:09:43  Err: 测试运行------10:09:43
Time: 10:09:48  Err: 测试运行------10:09:48
Time: 10:09:53  Err: 测试运行------10:09:53
Time: 10:09:58  Err: 测试运行------10:09:58
Time: 10:10:03  Err: 测试运行------10:10:03
Time: 10:10:08  Err: 测试运行------10:10:08
Time: 10:10:13  Err: 测试运行------10:10:13
Time: 10:10:18  Err: 测试运行------10:10:18
Time: 10:10:23  Err: 测试运行------10:10:23
Time: 10:10:28  Err: 测试运行------10:10:28
Time: 10:10:33  Err: 测试运行------10:10:33
Time: 10:10:38  Err: 测试运行------10:10:38
Time: 10:10:43  Err: 测试运行------10:10:43
Time: 10:10:48  Err: 测试运行------10:10:48
Time: 10:10:53  Err: 测试运行------10:10:53
Time: 10:10:58  Err: 测试运行------10:10:58
Time: 10:11:03  Err: 测试运行------10:11:03
Time: 10:11:08  Err: 测试运行------10:11:08
Time: 10:11:13  Err: 测试运行------10:11:13
Time: 10:11:18  Err: 测试运行------10:11:18
Time: 10:11:23  Err: 测试运行------10:11:23
Time: 10:11:28  Err: 测试运行------10:11:28
Time: 10:11:33  Err: 测试运行------10:11:33
Time: 10:11:38  Err: 测试运行------10:11:38
Time: 10:11:43  Err: 测试运行------10:11:43
Time: 10:11:48  Err: 测试运行------10:11:48
Time: 10:11:53  Err: 测试运行------10:11:53
Time: 10:11:58  Err: 测试运行------10:11:58
Time: 10:12:03  Err: 测试运行------10:12:03
Time: 10:12:08  Err: 测试运行------10:12:08
Time: 10:12:13  Err: 测试运行------10:12:13
Time: 10:12:18  Err: 测试运行------10:12:18
Time: 10:12:23  Err: 测试运行------10:12:23
Time: 10:12:28  Err: 测试运行------10:12:28
Time: 10:12:33  Err: 测试运行------10:12:33
Time: 10:12:38  Err: 测试运行------10:12:38
Time: 10:12:43  Err: 测试运行------10:12:43
Time: 10:12:48  Err: 测试运行------10:12:48
Time: 10:12:53  Err: 测试运行------10:12:53
Time: 10:12:58  Err: 测试运行------10:12:58
Time: 10:13:03  Err: 测试运行------10:13:03
Time: 10:13:08  Err: 测试运行------10:13:08
Time: 10:13:13  Err: 测试运行------10:13:13
Time: 10:13:18  Err: 测试运行------10:13:18
Time: 10:13:23  Err: 测试运行------10:13:23
Time: 10:13:28  Err: 测试运行------10:13:28
Time: 10:13:33  Err: 测试运行------10:13:33
Time: 10:13:38  Err: 测试运行------10:13:38
Time: 10:13:43  Err: 测试运行------10:13:43
Time: 10:13:48  Err: 测试运行------10:13:48
Time: 10:13:53  Err: 测试运行------10:13:53
Time: 10:13:58  Err: 测试运行------10:13:58
Time: 10:14:03  Err: 测试运行------10:14:03
Time: 10:14:08  Err: 测试运行------10:14:08
Time: 10:14:13  Err: 测试运行------10:14:13
Time: 10:14:18  Err: 测试运行------10:14:18
Time: 10:14:23  Err: 测试运行------10:14:23
Time: 10:14:28  Err: 测试运行------10:14:28
Time: 10:14:33  Err: 测试运行------10:14:33
Time: 10:14:38  Err: 测试运行------10:14:38
Time: 10:14:43  Err: 测试运行------10:14:43
Time: 10:14:48  Err: 测试运行------10:14:48
Time: 10:14:53  Err: 测试运行------10:14:53
Time: 10:14:58  Err: 测试运行------10:14:58
Time: 10:15:03  Err: 测试运行------10:15:03
Time: 10:15:08  Err: 测试运行------10:15:08
Time: 10:15:13  Err: 测试运行------10:15:13
Time: 10:15:18  Err: 测试运行------10:15:18
Time: 10:15:23  Err: 测试运行------10:15:23
Time: 10:15:28  Err: 测试运行------10:15:28
Time: 10:15:33  Err: 测试运行------10:15:33
Time: 10:15:38  Err: 测试运行------10:15:38
Time: 10:15:43  Err: 测试运行------10:15:43
Time: 10:15:48  Err: 测试运行------10:15:48
Time: 10:15:53  Err: 测试运行------10:15:53
Time: 10:15:58  Err: 测试运行------10:15:58
Time: 10:16:03  Err: 测试运行------10:16:03
Time: 10:16:08  Err: 测试运行------10:16:08
Time: 10:16:13  Err: 测试运行------10:16:13
Time: 10:16:18  Err: 测试运行------10:16:18
Time: 10:16:23  Err: 测试运行------10:16:23
Time: 10:16:28  Err: 测试运行------10:16:28
Time: 10:16:33  Err: 测试运行------10:16:33
Time: 10:16:38  Err: 测试运行------10:16:38
Time: 10:16:43  Err: 测试运行------10:16:43
Time: 10:16:48  Err: 测试运行------10:16:48
Time: 10:16:53  Err: 测试运行------10:16:53
Time: 10:16:58  Err: 测试运行------10:16:58
Time: 10:17:03  Err: 测试运行------10:17:03
Time: 10:17:08  Err: 测试运行------10:17:08
Time: 10:17:13  Err: 测试运行------10:17:13
Time: 10:17:18  Err: 测试运行------10:17:18
Time: 10:17:23  Err: 测试运行------10:17:23
Time: 10:17:28  Err: 测试运行------10:17:28
Time: 10:17:33  Err: 测试运行------10:17:33
Time: 10:17:38  Err: 测试运行------10:17:38
Time: 10:17:43  Err: 测试运行------10:17:43
Time: 10:17:48  Err: 测试运行------10:17:48
Time: 10:17:53  Err: 测试运行------10:17:53
Time: 10:17:58  Err: 测试运行------10:17:58
Time: 10:18:03  Err: 测试运行------10:18:03
Time: 10:18:08  Err: 测试运行------10:18:08
Time: 10:18:13  Err: 测试运行------10:18:13
Time: 10:18:18  Err: 测试运行------10:18:18
Time: 10:18:23  Err: 测试运行------10:18:23
Time: 10:18:28  Err: 测试运行------10:18:28
Time: 10:18:33  Err: 测试运行------10:18:33
Time: 10:18:38  Err: 测试运行------10:18:38
Time: 10:18:43  Err: 测试运行------10:18:43
Time: 10:18:48  Err: 测试运行------10:18:48
Time: 10:18:53  Err: 测试运行------10:18:53
Time: 10:18:58  Err: 测试运行------10:18:58
Time: 10:19:03  Err: 测试运行------10:19:03
Time: 10:19:08  Err: 测试运行------10:19:08
Time: 10:19:13  Err: 测试运行------10:19:13
Time: 10:19:18  Err: 测试运行------10:19:18
Time: 10:19:23  Err: 测试运行------10:19:23
Time: 10:19:28  Err: 测试运行------10:19:28
Time: 10:19:33  Err: 测试运行------10:19:33
Time: 10:19:38  Err: 测试运行------10:19:38
Time: 10:19:43  Err: 测试运行------10:19:43
Time: 10:19:48  Err: 测试运行------10:19:48
Time: 10:19:53  Err: 测试运行------10:19:53
Time: 10:19:58  Err: 测试运行------10:19:58
Time: 10:20:03  Err: 测试运行------10:20:03
Time: 10:20:08  Err: 测试运行------10:20:08
Time: 10:20:13  Err: 测试运行------10:20:13
Time: 10:20:18  Err: 测试运行------10:20:18
Time: 10:20:23  Err: 测试运行------10:20:23
Time: 10:20:28  Err: 测试运行------10:20:28
Time: 10:20:33  Err: 测试运行------10:20:33
Time: 10:20:38  Err: 测试运行------10:20:38
Time: 10:20:43  Err: 测试运行------10:20:43
Time: 10:20:48  Err: 测试运行------10:20:48
Time: 10:20:53  Err: 测试运行------10:20:53
Time: 10:20:58  Err: 测试运行------10:20:58
Time: 10:21:03  Err: 测试运行------10:21:03
Time: 10:21:08  Err: 测试运行------10:21:08
Time: 10:21:13  Err: 测试运行------10:21:13
Time: 10:21:18  Err: 测试运行------10:21:18
Time: 10:21:23  Err: 测试运行------10:21:23
Time: 10:21:28  Err: 测试运行------10:21:28
Time: 10:21:33  Err: 测试运行------10:21:33
Time: 10:21:38  Err: 测试运行------10:21:38
Time: 10:21:43  Err: 测试运行------10:21:43
Time: 10:21:48  Err: 测试运行------10:21:48
Time: 10:21:53  Err: 测试运行------10:21:53
Time: 10:21:58  Err: 测试运行------10:21:58
Time: 10:22:03  Err: 测试运行------10:22:03
Time: 10:22:08  Err: 测试运行------10:22:08
Time: 10:22:13  Err: 测试运行------10:22:13
Time: 10:22:18  Err: 测试运行------10:22:18
Time: 10:22:23  Err: 测试运行------10:22:23
Time: 10:22:28  Err: 测试运行------10:22:28
Time: 10:22:33  Err: 测试运行------10:22:33
Time: 10:22:38  Err: 测试运行------10:22:38
Time: 10:22:43  Err: 测试运行------10:22:43
Time: 10:22:48  Err: 测试运行------10:22:48
Time: 10:22:53  Err: 测试运行------10:22:53
Time: 10:22:58  Err: 测试运行------10:22:58
Time: 10:23:03  Err: 测试运行------10:23:03
Time: 10:23:08  Err: 测试运行------10:23:08
Time: 10:23:13  Err: 测试运行------10:23:13
Time: 10:23:18  Err: 测试运行------10:23:18
Time: 10:23:23  Err: 测试运行------10:23:23
Time: 10:23:28  Err: 测试运行------10:23:28
Time: 10:23:33  Err: 测试运行------10:23:33
Time: 10:23:38  Err: 测试运行------10:23:38
Time: 10:23:43  Err: 测试运行------10:23:43
Time: 10:23:48  Err: 测试运行------10:23:48
Time: 10:23:53  Err: 测试运行------10:23:53
Time: 10:23:58  Err: 测试运行------10:23:58
Time: 10:24:03  Err: 测试运行------10:24:03
Time: 10:24:08  Err: 测试运行------10:24:08
Time: 10:24:13  Err: 测试运行------10:24:13
Time: 10:24:18  Err: 测试运行------10:24:18
Time: 10:24:23  Err: 测试运行------10:24:23
Time: 10:24:28  Err: 测试运行------10:24:28
Time: 10:24:33  Err: 测试运行------10:24:33
Time: 10:24:38  Err: 测试运行------10:24:38
Time: 10:24:43  Err: 测试运行------10:24:43
Time: 10:24:48  Err: 测试运行------10:24:48
Time: 10:24:53  Err: 测试运行------10:24:53
Time: 10:24:58  Err: 测试运行------10:24:58
Time: 10:25:03  Err: 测试运行------10:25:03
Time: 10:25:08  Err: 测试运行------10:25:08
Time: 10:25:13  Err: 测试运行------10:25:13
Time: 10:25:18  Err: 测试运行------10:25:18
Time: 10:25:23  Err: 测试运行------10:25:23
Time: 10:25:28  Err: 测试运行------10:25:28
Time: 10:25:33  Err: 测试运行------10:25:33
Time: 10:25:38  Err: 测试运行------10:25:38
Time: 10:25:43  Err: 测试运行------10:25:43
Time: 10:25:48  Err: 测试运行------10:25:48
Time: 10:25:53  Err: 测试运行------10:25:53
Time: 10:25:58  Err: 测试运行------10:25:58
Time: 10:26:03  Err: 测试运行------10:26:03
Time: 10:26:08  Err: 测试运行------10:26:08
Time: 10:26:13  Err: 测试运行------10:26:13
Time: 10:26:18  Err: 测试运行------10:26:18
Time: 10:26:23  Err: 测试运行------10:26:23
Time: 10:26:28  Err: 测试运行------10:26:28
Time: 10:26:34  Err: 测试运行------10:26:34
Time: 10:26:39  Err: 测试运行------10:26:39
Time: 10:26:44  Err: 测试运行------10:26:44
Time: 10:26:49  Err: 测试运行------10:26:49
Time: 10:26:54  Err: 测试运行------10:26:54
Time: 10:26:59  Err: 测试运行------10:26:59
Time: 10:27:04  Err: 测试运行------10:27:04
Time: 10:27:09  Err: 测试运行------10:27:09
Time: 10:27:14  Err: 测试运行------10:27:14
Time: 10:27:19  Err: 测试运行------10:27:19
Time: 10:27:24  Err: 测试运行------10:27:24
Time: 10:27:29  Err: 测试运行------10:27:29
Time: 10:27:34  Err: 测试运行------10:27:34
Time: 10:27:39  Err: 测试运行------10:27:39
Time: 10:27:44  Err: 测试运行------10:27:44
Time: 10:27:49  Err: 测试运行------10:27:49
Time: 10:27:54  Err: 测试运行------10:27:54
Time: 10:27:59  Err: 测试运行------10:27:59
Time: 10:28:04  Err: 测试运行------10:28:04
Time: 10:28:09  Err: 测试运行------10:28:09
Time: 10:28:14  Err: 测试运行------10:28:14
Time: 10:28:19  Err: 测试运行------10:28:19
Time: 10:28:24  Err: 测试运行------10:28:24
Time: 10:28:29  Err: 测试运行------10:28:29
Time: 10:28:34  Err: 测试运行------10:28:34
Time: 10:28:39  Err: 测试运行------10:28:39
Time: 10:28:44  Err: 测试运行------10:28:44
Time: 10:28:49  Err: 测试运行------10:28:49
Time: 10:28:54  Err: 测试运行------10:28:54
Time: 10:28:59  Err: 测试运行------10:28:59
Time: 10:29:04  Err: 测试运行------10:29:04
